5.491631039883687393e+00 1.986119847377470826e+00 4.978501176540001127e-01 2.342466279244231342e-01 1.896944481920205816e-01 3.444185015869861699e-01 4.674595389219781683e-01 5.817513773292039003e-01 4.694696771172073291e-01 4.486901213197188598e-01
1.882979716908293133e+00 1.174013588795143059e+00 3.815153242612902562e-01 1.329179979383154075e-01 8.443088794787927120e-02 9.104108687647259612e-02 1.194742437379335276e-01 2.424482800860199849e-01 2.963526370283916522e-01 5.420330140731265400e-01
1.983034482648615482e+00 1.588859048148015374e+00 2.917537145722153835e-01 7.510083245586747502e-02 5.294098158240542751e-02 4.273147027014337351e-02 4.060546295932820904e-02 3.980784479392291547e-02 5.104337628915216196e-02 8.697324554591151502e-02
2.604775517432183829e+00 9.384524527968159946e-01 2.001336971540192411e-01 5.477848270775378253e-02 3.329561479932932611e-02 2.232329713884141989e-02 1.855384158630290700e-02 1.857091832821565480e-02 1.627914044610058800e-02 1.924614934184495571e-02
6.026425496552553440e+00 1.246989440758891732e+00 2.152448667955790818e-01 7.067613330104478842e-02 3.189917101829641000e-02 2.546306154725041723e-02 1.858116451972195715e-02 1.807063610515083005e-02 1.545543457588752570e-02 1.661219862496050165e-02
2.600281101204714229e+00 7.560326790713842726e-01 2.050707605921770760e-01 5.860935772735278992e-02 2.738203542565629048e-02 1.962307395333733051e-02 1.461912570703757276e-02 1.501064483370143782e-02 1.215407952677676276e-02 1.230016209702491231e-02
1.304620023239241977e+00 9.180269658995906523e-01 1.627935942029951621e-01 7.613370960715427904e-02 2.553063879636809780e-02 2.018271307783032695e-02 1.437005268937889893e-02 1.385145358007295636e-02 1.232781302994828514e-02 1.194088244738296389e-02
8.673911779151922685e-01 2.655733737776477366e+00 1.851638544222918292e-01 7.817148130354435731e-02 2.281977477294686377e-02 1.529722821583799457e-02 1.192269273715043654e-02 1.087423253301594145e-02 8.999191892244788604e-03 9.115583914923350642e-03
3.138811944467192472e-01 1.897869726002392898e+00 1.240322775210724593e-01 5.561355292301568831e-02 2.050672830474706623e-02 1.207065527490583552e-02 8.411076146803777437e-03 8.613343497801552451e-03 7.236145490874141932e-03 6.561657447680229079e-03
1.545605825479255679e-02 2.973712210340857115e-02 2.903462599772403327e-02 1.121745247341680157e-02 5.020219827554406322e-03 3.339915842212768434e-03 2.025962895076706405e-03 1.645455768926794076e-03 1.188934694798231533e-03 1.095229657819242301e-03
