6.676839446885004747e+00 2.639303434979875185e+00 1.115144989042203161e+00 1.123660428268298261e+00 1.429613673704225318e+00 2.021085411397481657e+00 2.054976985730676109e+00 1.177543535317717716e+00 8.811613146993856338e-01 nan
1.471181498819370104e+00 6.518420564303987197e-01 2.583775392569310769e-01 1.955292818328011328e-01 1.799169646500998476e-01 2.951297734448148358e-01 5.370137086151058892e-01 9.320299685004006518e-01 1.281778497411455664e+00 nan
1.034449423031871040e+00 6.674060792210937398e-01 2.277455999063296432e-01 1.136547282473144294e-01 9.698181900792041121e-02 1.007099731334107351e-01 9.750632046652904505e-02 1.517611733584749989e-01 1.930196952877905048e-01 nan
6.807073526245441819e-01 3.733697622410875883e-01 1.493283426236110545e-01 7.982345187271795706e-02 6.501226278661524638e-02 5.675359617026255049e-02 6.375883171368613989e-02 6.198644234983206880e-02 7.682842028021562297e-02 nan
5.510936787705581485e-01 2.975864562221468002e-01 1.337355951653487751e-01 5.298246162798984915e-02 4.297636028338251701e-02 3.742062405987567342e-02 3.533377545135199527e-02 3.433610541638323910e-02 4.378764999830146026e-02 nan
5.765588572323684380e-01 3.300129535015980942e-01 1.229699948875547788e-01 5.899125258297616137e-02 4.641852542882304172e-02 4.035664388796426222e-02 3.821253110976342848e-02 3.679570713181715830e-02 4.047100339802460478e-02 nan
4.612095670392254987e-01 2.612185138404178320e-01 9.489149899901476448e-02 4.473320446289071745e-02 3.427487710181659902e-02 2.794006429143154613e-02 2.598958411848859701e-02 2.455799153204301505e-02 2.429203705426863022e-02 nan
3.507721997065913477e-01 1.871720875740680579e-01 6.294410284400010769e-02 3.469168448116394243e-02 2.458539048330044344e-02 1.907266958637378329e-02 1.870454100991128174e-02 1.694724253616586296e-02 1.769885349766717880e-02 nan
3.972994546750076017e-01 1.968602930300101250e-01 6.683770237598506136e-02 4.019052071127739156e-02 2.536494650264659728e-02 2.119431088855048065e-02 1.900491202996277065e-02 1.787896857480519505e-02 1.992897070632537737e-02 nan
2.813999580719033639e-02 1.747075225419402605e-02 7.438214422545246472e-03 3.706445451393110876e-03 2.723147722843881086e-03 2.122449954972221737e-03 1.929621908669867502e-03 1.740143211816130809e-03 1.860691705776647883e-03 nan
