1.477296797849424914e+00 8.273232967605576027e-01 4.763163378983163998e-01 3.736832096847687024e-01 3.744600471003493580e-01 2.576525630117909582e-01 3.245302854538837378e-01 3.201600222371588922e-01 3.889715377615752256e-01 3.649124227864348202e-01
6.577193506140727175e-01 4.121675524927761458e-01 1.337217934436707723e-01 6.138951663505353568e-02 5.993503633999388430e-02 9.784512913576971782e-02 1.210451708170049018e-01 1.189826063763380071e-01 8.868425452876416148e-02 1.605726298643011252e-01
4.566960285764228855e-01 3.400006761479146267e-01 7.595643399974673360e-02 3.951572188844344052e-02 2.438762194342894429e-02 1.620416745158348437e-02 1.395085231726708383e-02 2.159985696760886517e-02 2.965000292056865772e-02 4.878649512389460902e-02
4.921322422882932202e-01 3.169079707677339708e-01 7.423242634030345621e-02 2.762707065668232320e-02 1.554680349306744244e-02 1.024325808625394831e-02 7.555869207334522594e-03 6.328176576167705153e-03 6.196097208879258744e-03 1.927379228242823497e-02
5.854183269911567011e-01 2.470450445843441478e-01 7.739710889430571894e-02 2.986850130303954007e-02 1.478169678391544860e-02 9.468500041275385373e-03 6.391957553528461108e-03 5.483430537275241733e-03 4.813469340929353232e-03 5.439577204596807505e-03
5.050960211643660269e-01 3.507459293771932329e-01 9.435068893569957538e-02 2.782441366149510445e-02 1.368955089914121806e-02 7.844415146888080240e-03 5.957884570457832110e-03 4.524467589598790696e-03 3.642759043301738251e-03 3.331517083613138100e-03
1.763500613881360535e-01 2.482532804523960579e-01 7.574969128206100744e-02 2.567098571560106138e-02 1.143354755600553378e-02 7.372104150610508423e-03 5.509507314222764421e-03 4.144438597693276237e-03 3.352841084238885466e-03 2.910030079574640795e-03
1.429655645299001132e-01 5.595009722363543103e-01 1.174002176461330094e-01 3.440956737426855566e-02 1.289839521031674839e-02 7.400941532444697997e-03 5.549997528817739688e-03 4.177964579241438825e-03 3.260009519928359824e-03 2.756532056130721938e-03
5.283414851376497939e-02 2.847857064338406019e-01 9.154952800499220611e-02 2.388182759593429627e-02 9.494085405292276500e-03 6.110187122795979545e-03 4.547097564093086422e-03 3.239030050215183087e-03 2.799779893723273409e-03 2.330854436692491455e-03
6.302508114126961422e-03 6.368288932738931825e-03 8.272222226827543809e-03 4.438326258502858258e-03 2.502823825103268202e-03 1.611935518894029628e-03 9.160513704810375329e-04 6.685733357298536371e-04 5.276930393815260122e-04 3.232459364747344009e-04
