6.468850854646052140e-01 3.159316781312902500e-01 6.493345492681099063e-02 3.705035940559800456e-02 3.840832566804355114e-02 6.233843620882209557e-02 1.058314582820077954e-01 1.014357710564537801e-01 1.509115189621167696e-01 nan
3.688142277162049787e-01 2.291428579934577658e-01 4.859786942861047537e-02 1.715657031685335204e-02 1.085445176336814060e-02 1.051649649053988320e-02 1.314601262911314905e-02 1.382409624462754838e-02 2.373320991270873662e-02 nan
2.675232098172277140e-01 1.423980494560326548e-01 5.298653496482765707e-02 1.095909082684987448e-02 6.426386117421201312e-03 5.155995919872751777e-03 3.565900525028284189e-03 3.607799610113295030e-03 7.259760679541787942e-03 nan
3.522457163707004013e-01 8.580416676571468726e-02 2.789251608724154299e-02 1.073839270772639597e-02 4.673288552618415706e-03 4.176855460460593417e-03 2.438837632024703096e-03 2.434376609050577147e-03 2.279047574184046854e-03 nan
2.429613214622860229e-01 7.295535186366991498e-02 2.666087721725281939e-02 1.032530182493440404e-02 3.925005053178458672e-03 3.678174446449682545e-03 2.225967465169194966e-03 1.845967038433697638e-03 1.810036436973925470e-03 nan
1.723018158289512380e-01 1.062001331541211208e-01 1.746034852350297067e-02 9.858639537890475854e-03 4.841856715600600762e-03 3.472129709822353687e-03 2.053690281237057890e-03 1.820645353073269915e-03 1.597995864466144125e-03 nan
2.475513616195255118e-01 2.006812365987669933e-01 2.679727770195233783e-02 7.939175137790998801e-03 4.827547150809961482e-03 4.123458978146798785e-03 2.291839168740577009e-03 1.828162993757483350e-03 1.793432863248068266e-03 nan
1.443745664438303156e-01 2.725139788263893914e-01 6.318250881912600148e-02 9.037489227805938288e-03 4.218381319201317502e-03 4.305724757311698084e-03 2.163528022176912716e-03 1.688982263484134798e-03 1.732719493828457479e-03 nan
1.986898315487560171e-02 2.215230364297978150e-01 5.392188907902346201e-02 8.643033780215058845e-03 3.527099184746223647e-03 3.052948431764269943e-03 2.339522589549804504e-03 1.623598164278748125e-03 1.448324326570270357e-03 nan
2.379509276532816749e-03 3.105229282654556593e-03 3.675836751732474480e-03 2.279618031111515456e-03 1.365858886802716072e-03 7.060070374142941342e-04 4.091352608428525041e-04 2.853153627454463803e-04 2.141165954442415559e-04 nan
